a,r,b
"(:Artery {abb: Rt A1,code: A5.011,n2v64: [0.003343559568747878, 0.00709540955722332, -0.003988916054368019, -0.004332342185080051, 0.0020881672389805317, -0.000380702200345695, -0.005151746328920126, -0.0002664610801730305, 0.0013195129577070475, 0.0013372140238061547, 0.007375133223831654, 0.004627504386007786, -0.004633759148418903, 0.0033326505217701197, -0.0024704772513359785, 0.0012141006300225854, -0.003349759615957737, 0.0002860241802409291, 0.005510967690497637, 0.0006013038801029325, 0.005257787182927132, 0.003334252629429102, -0.0013477185275405645, 0.006615635473281145, 0.0005428862059488893, 0.0003644798998720944, 0.00032629622728563845, 0.005846466403454542, 0.0014072493650019169, -0.0072332764975726604, 0.0013919260818511248, 0.00732013676315546, -0.004154246300458908, 0.0030069625936448574, -0.005745778325945139, 0.0022555808536708355, 0.005917236674576998, -0.0032921351958066225, 0.001953543396666646, -0.005866642575711012, 0.001517672324553132, 0.003312652464956045, 0.0018241741927340627, -0.0025495158042758703, -0.0034865846391767263, 0.0033534783869981766, -0.004894450306892395, -0.007293238770216703, 0.003888944396749139, -0.005287055857479572, 0.005236675031483173, 0.006992645096033812, 0.007145090494304895, -0.00013962530647404492, -0.005575188435614109, 0.0008468535961583257, -0.004215548746287823, -0.006460697390139103, -0.00592315336689353, 0.0026707903016358614, 0.007840212434530258, 0.006455813068896532, -0.005326863378286362, -0.0019687991589307785],name: Right ACA A1})",[:FOLLOWS],"(:Artery {code: A1.01,n2v64: [0.0022311359643936157, 0.005899274256080389, 0.005643843207508326, -0.00018597787129692733, -0.0009944583289325237, -0.0006593485595658422, 0.003613394685089588, 0.0034777363762259483, -0.005215926095843315, 0.0019914330914616585, -0.002736683003604412, 0.0007139128865674138, -0.0029021829832345247, 0.003942939918488264, 0.006521319039165974, 0.003428481984883547, 0.006881947163492441, -0.003056334098801017, -0.007926789112389088, -0.002796011045575142, 0.0008723079226911068, 0.00564810074865818, 0.005086138844490051, -0.0033952894154936075, 0.00762044545263052, 0.0027858316898345947, 0.004333140328526497, 0.007363296113908291, 0.006126961670815945, -0.0020072609186172485, 0.0024672653526067734, -0.003939494956284761, 0.0006174381705932319, 0.0010732441442087293, 0.004780949559062719, -0.00044296213309280574, -0.00047358611482195556, 0.005212212912738323, -0.004394342191517353, -0.007104143500328064, 0.004898165352642536, 0.0003647367120720446, 0.0065302010625600815, -0.004730239510536194, -0.0058538662269711494, 0.007049153558909893, -0.00042319358908571303, -0.003775114193558693, 0.00026612350484356284, -0.0037838800344616175, 0.0050157783553004265, 0.005950396414846182, 0.0008684769854880869, 0.006509421393275261, -0.0009986546356230974, 0.0030042005237191916, -0.005077773239463568, 0.0016748326597735286, -0.0011840530205518007, 0.0041694799438118935, -0.0040016151033341885, -0.0014298250898718834, 0.006097907200455666, 0.00010054613085230812],name: Right internal carotid artery})"
"(:Artery {abb: Lt M1,code: A4.01,n2v64: [0.0029758037999272346, -0.0009723336552269757, -0.004892461933195591, -0.00491491612046957, -0.0031024289783090353, -0.0009562838822603226, 0.008469900116324425, 0.006066776346415281, 0.007574150804430246, 0.002145487815141678, 0.005236288066953421, 0.004965154454112053, 0.004756180103868246, -0.0018995893187820911, -0.003854199778288603, -0.0030430052429437637, -0.0032805914524942636, 0.003128552809357643, -0.005542609374970198, -0.005105384159833193, -0.00036489436752162874, 0.005454413127154112, -0.0067827533930540085, 0.005675132852047682, -0.0056098345667123795, 0.004312159493565559, 0.007396856788545847, -0.006863134913146496, 0.0005809144349768758, 0.005977496970444918, 0.004809529520571232, 0.005249560344964266, 0.0013098682975396514, 0.0009926254861056805, 0.0026036896742880344, 0.005082994699478149, 0.004723430145531893, -0.00550202326849103, -0.0065095736645162106, 0.006600340362638235, 0.0004790741950273514, -0.0012508261715993285, -0.006626658607274294, 0.0017989013576880097, 0.005935109686106443, 0.0011455680942162871, -0.0053846267983317375, -0.0014763964572921395, 0.005225062370300293, 0.003251664573326707, -0.0031945593655109406, 0.005176850128918886, -0.0005446989089250565, 0.0023646061308681965, -0.005911846179515123, -0.0035919214133173227, 0.0019778490532189608, 0.006139163859188557, -0.00025974184973165393, 0.004647394642233849, 0.004953169729560614, 0.001554797519929707, 0.005170453805476427, 0.0075923907570540905],name: Left anterior basal MCA})",[:FOLLOWS],"(:Artery {abb: Lt ICA,code: A2.01,n2v64: [0.0032447439152747393, 0.0015035158721730113, 0.0026954077184200287, 0.006850740872323513, 0.002758526476100087, -0.005966915283352137, 0.00022088132391218096, 0.0049361553974449635, -0.007126488722860813, 0.001985146664083004, -0.008347902446985245, -0.006689624395221472, -0.007542152889072895, 0.005001907702535391, 0.0042161340825259686, -0.005956779234111309, 0.00558470981195569, -0.00421678414568305, -0.005528032314032316, 0.001393860555253923, -0.004710975103080273, -0.006037257611751556, -0.0026105977594852448, 0.002090546302497387, -0.0065469155088067055, -0.007068931590765715, 0.005711037199944258, 0.0033600397873669863, -0.006945464760065079, -0.007310931105166674, -0.0011917392257601023, -0.003792745294049382, 0.006270383019000292, 0.001412389101460576, -0.0019302190048620105, -0.0026235301047563553, 0.0022952528670430183, -0.007091234438121319, -0.0058047156780958176, -0.003000215394422412, 0.007651044055819511, 0.004236865323036909, -0.002096153562888503, -0.0007154407212510705, -0.0037179049104452133, -0.0029616302344948053, -0.003472060663625598, -0.0013380841119214892, -0.006867832504212856, -0.004983621649444103, -0.0001362907642032951, -0.0005911572370678186, 0.006059061270207167, -0.006736437324434519, -0.00432204082608223, -0.0015529717784374952, -0.0003046433557756245, 0.004384244326502085, -0.006020524073392153, -0.0066773248836398125, -0.004156989045441151, -0.004485566169023514, 0.005246847402304411, -0.006230116821825504],name: Left internal carotid artery})"
"(:Artery {abb: Rt M1,code: A3.01,n2v64: [0.003338319482281804, 0.0019422845216467977, -0.0056295245885849, 0.0021117532160133123, 0.006503118667751551, -0.0059020970948040485, -0.006962031591683626, 0.0010686084860935807, -0.0007384650525636971, 0.0016506816027686, 0.0036133641842752695, -0.00206224643625319, 0.005664960015565157, 0.003876750124618411, -0.005154797341674566, 0.006664608605206013, -0.004919175524264574, -0.0014894356718286872, 0.00657584797590971, 0.004692555870860815, -0.0009841667488217354, -0.006896749138832092, 0.0056692310608923435, -0.002194174798205495, 0.001990736462175846, 0.006674876436591148, 0.0020475387573242188, 0.0012964882189407945, 0.0025868623051792383, 0.004305251408368349, -0.0037100506015121937, -0.007482362911105156, 0.0021605181973427534, 0.0029020311776548624, 0.002562945242971182, 0.0009087256039492786, -0.0066130138002336025, -0.0004076851764693856, -0.0004543467075563967, -0.0011821831576526165, 0.0037081821355968714, 0.007750602439045906, -0.0071978140622377396, 0.0026704412885010242, 0.000803644594270736, -0.005985938478261232, 0.006819779518991709, -0.005802691914141178, -0.0023613281082361937, -0.0053838398307561874, 0.00003377462417120114, 0.0012071741512045264, -0.00501255551353097, 0.002151648746803403, 0.0059168473817408085, -0.003389211604371667, 0.0004912818549200892, -0.0035809094551950693, 0.005724039394408464, -0.007203494198620319, -0.007370934821665287, 0.003940686117857695, -0.0067184679210186005, -0.006688713561743498],name: Right MCA M1})",[:FOLLOWS],"(:Artery {code: A1.01,n2v64: [0.0022311359643936157, 0.005899274256080389, 0.005643843207508326, -0.00018597787129692733, -0.0009944583289325237, -0.0006593485595658422, 0.003613394685089588, 0.0034777363762259483, -0.005215926095843315, 0.0019914330914616585, -0.002736683003604412, 0.0007139128865674138, -0.0029021829832345247, 0.003942939918488264, 0.006521319039165974, 0.003428481984883547, 0.006881947163492441, -0.003056334098801017, -0.007926789112389088, -0.002796011045575142, 0.0008723079226911068, 0.00564810074865818, 0.005086138844490051, -0.0033952894154936075, 0.00762044545263052, 0.0027858316898345947, 0.004333140328526497, 0.007363296113908291, 0.006126961670815945, -0.0020072609186172485, 0.0024672653526067734, -0.003939494956284761, 0.0006174381705932319, 0.0010732441442087293, 0.004780949559062719, -0.00044296213309280574, -0.00047358611482195556, 0.005212212912738323, -0.004394342191517353, -0.007104143500328064, 0.004898165352642536, 0.0003647367120720446, 0.0065302010625600815, -0.004730239510536194, -0.0058538662269711494, 0.007049153558909893, -0.00042319358908571303, -0.003775114193558693, 0.00026612350484356284, -0.0037838800344616175, 0.0050157783553004265, 0.005950396414846182, 0.0008684769854880869, 0.006509421393275261, -0.0009986546356230974, 0.0030042005237191916, -0.005077773239463568, 0.0016748326597735286, -0.0011840530205518007, 0.0041694799438118935, -0.0040016151033341885, -0.0014298250898718834, 0.006097907200455666, 0.00010054613085230812],name: Right internal carotid artery})"
"(:Artery {abb: Rt MCA Superior,code: A3.02,n2v64: [0.003515451680868864, -0.006119032856076956, -0.0013897556345909834, -0.003001551143825054, 0.004911527037620544, -0.006431525107473135, -0.003346076002344489, 0.002766008023172617, -0.0033008179161697626, 0.0019079267513006926, -0.0017157775582745671, 0.003165401052683592, -0.0007107133278623223, -0.0035996977239847183, -0.00010349060175940394, 0.0006707177963107824, 0.00039796181954443455, 0.005313475150614977, -0.006505870725959539, 0.0037652396131306887, -0.003820552956312895, -0.00562268914654851, -0.005806535016745329, -0.007845045998692513, 0.0052016861736774445, 0.007300935685634613, 0.0033832923509180546, 0.002208867808803916, -0.0026867713313549757, -0.0009915962582454085, -0.002701846417039633, 0.003162468085065484, 0.004508658777922392, 0.0020972839556634426, 0.00045270001282915473, 0.007338839117437601, -0.002226620214059949, 0.0040068719536066055, -0.002873101271688938, -0.0018770857714116573, -0.003289989661425352, 0.0059132748283445835, -0.004720382392406464, -0.006620493251830339, -0.0010570625308901072, 0.003770178649574518, 0.0011165685718879104, -0.0035799976903945208, 0.003161227097734809, 0.0029570392798632383, 0.007458585314452648, 0.0006486694910563529, -0.007427062839269638, -0.002773637417703867, 0.000469919788883999, 0.004729053471237421, -0.007106084376573563, 0.00012681420776061714, 0.007877747528254986, -0.006063069682568312, 0.003265862353146076, 0.0073636313900351524, 0.006796468980610371, 0.0016886201919987798],name: Right M2 superior})",[:FOLLOWS],"(:Artery {abb: Rt M1,code: A3.01,n2v64: [0.003338319482281804, 0.0019422845216467977, -0.0056295245885849, 0.0021117532160133123, 0.006503118667751551, -0.0059020970948040485, -0.006962031591683626, 0.0010686084860935807, -0.0007384650525636971, 0.0016506816027686, 0.0036133641842752695, -0.00206224643625319, 0.005664960015565157, 0.003876750124618411, -0.005154797341674566, 0.006664608605206013, -0.004919175524264574, -0.0014894356718286872, 0.00657584797590971, 0.004692555870860815, -0.0009841667488217354, -0.006896749138832092, 0.0056692310608923435, -0.002194174798205495, 0.001990736462175846, 0.006674876436591148, 0.0020475387573242188, 0.0012964882189407945, 0.0025868623051792383, 0.004305251408368349, -0.0037100506015121937, -0.007482362911105156, 0.0021605181973427534, 0.0029020311776548624, 0.002562945242971182, 0.0009087256039492786, -0.0066130138002336025, -0.0004076851764693856, -0.0004543467075563967, -0.0011821831576526165, 0.0037081821355968714, 0.007750602439045906, -0.0071978140622377396, 0.0026704412885010242, 0.000803644594270736, -0.005985938478261232, 0.006819779518991709, -0.005802691914141178, -0.0023613281082361937, -0.0053838398307561874, 0.00003377462417120114, 0.0012071741512045264, -0.00501255551353097, 0.002151648746803403, 0.0059168473817408085, -0.003389211604371667, 0.0004912818549200892, -0.0035809094551950693, 0.005724039394408464, -0.007203494198620319, -0.007370934821665287, 0.003940686117857695, -0.0067184679210186005, -0.006688713561743498],name: Right MCA M1})"
"(:Artery {abb: Rt MCA Inferior,code: A3.03,n2v64: [0.002963283797726035, -0.0030563105829060078, 0.007621485739946365, -0.006625509820878506, -0.005196802783757448, 0.004653230309486389, 0.0057192398235201836, 0.0024567192886024714, -0.0028082665521651506, 0.0020186055917292833, 0.00008276425796793774, 0.006785794626921415, 0.001646919408813119, 0.004028438590466976, -0.0068181357346475124, -0.002559215994551778, -0.006436572410166264, -0.002113161375746131, -0.0075719100423157215, -0.00678931875154376, 0.007571056019514799, -0.000943597115110606, -0.0016490652924403548, 0.004159076604992151, 0.004487619735300541, -0.002789916470646858, 0.0031956564635038376, -0.0026493121404200792, 0.004369067959487438, 0.0009581233025528491, -0.00818856805562973, -0.006266618147492409, -0.00641979044303298, 0.002086302498355508, -0.004239850211888552, -0.0005543519509956241, -0.0035737259313464165, 0.002402200363576412, -0.0028386092744767666, 0.0031205483246594667, 0.004587110131978989, -0.003877925919368863, -0.0008435732452198863, 0.0068805464543402195, 0.004962076433002949, 0.00035568454768508673, 0.0027660520281642675, -0.004742718301713467, 0.0067669982090592384, -0.005179299041628838, -0.006016436032950878, -0.0040549663826823235, -0.0016208757879212499, 0.0043552350252866745, 0.0025542625226080418, 0.0066995639353990555, 0.005742582492530346, -0.0013397778384387493, 0.0012693909229710698, -0.0014557651011273265, -0.006345692090690136, 0.0005379347130656242, -0.008312373422086239, 0.004455760587006807],name: Right M2 inferior})",[:FOLLOWS],"(:Artery {abb: Rt M1,code: A3.01,n2v64: [0.003338319482281804, 0.0019422845216467977, -0.0056295245885849, 0.0021117532160133123, 0.006503118667751551, -0.0059020970948040485, -0.006962031591683626, 0.0010686084860935807, -0.0007384650525636971, 0.0016506816027686, 0.0036133641842752695, -0.00206224643625319, 0.005664960015565157, 0.003876750124618411, -0.005154797341674566, 0.006664608605206013, -0.004919175524264574, -0.0014894356718286872, 0.00657584797590971, 0.004692555870860815, -0.0009841667488217354, -0.006896749138832092, 0.0056692310608923435, -0.002194174798205495, 0.001990736462175846, 0.006674876436591148, 0.0020475387573242188, 0.0012964882189407945, 0.0025868623051792383, 0.004305251408368349, -0.0037100506015121937, -0.007482362911105156, 0.0021605181973427534, 0.0029020311776548624, 0.002562945242971182, 0.0009087256039492786, -0.0066130138002336025, -0.0004076851764693856, -0.0004543467075563967, -0.0011821831576526165, 0.0037081821355968714, 0.007750602439045906, -0.0071978140622377396, 0.0026704412885010242, 0.000803644594270736, -0.005985938478261232, 0.006819779518991709, -0.005802691914141178, -0.0023613281082361937, -0.0053838398307561874, 0.00003377462417120114, 0.0012071741512045264, -0.00501255551353097, 0.002151648746803403, 0.0059168473817408085, -0.003389211604371667, 0.0004912818549200892, -0.0035809094551950693, 0.005724039394408464, -0.007203494198620319, -0.007370934821665287, 0.003940686117857695, -0.0067184679210186005, -0.006688713561743498],name: Right MCA M1})"
"(:Artery {abb: Lt MCA Superior,code: A4.02,n2v64: [0.003676737891510129, -0.0031056914012879133, -0.001638759858906269, 0.004400142468512058, -0.0014418265782296658, 0.00511975260451436, -0.0028792484663426876, -0.0017841133521869779, 0.0037598260678350925, 0.0015038377605378628, -0.004531978629529476, -0.004084989428520203, -0.0004481110954657197, 0.0027110909577459097, -0.0005825246917083859, -0.00517726456746459, -0.001638044835999608, 0.000835562008433044, 0.005033496767282486, -0.003765856847167015, -0.00425734231248498, -0.0028899002354592085, 0.00652000866830349, 0.001015980145893991, -0.002776890527456999, -0.006700760219246149, -0.001150121446698904, -0.005124695599079132, -0.0009107929654419422, -0.004022002220153809, 0.005452063400298357, 0.006335563026368618, 0.005494211800396442, 0.0038768553640693426, 0.00045169866643846035, 0.003267348278313875, 0.0031421605963259935, -0.007503786589950323, 0.0029514709021896124, 0.005890154745429754, 0.0012153714196756482, -0.000524748582392931, -0.005257605575025082, -0.00653525535017252, -0.007593480870127678, -0.0024553569965064526, -0.0019488688558340073, 0.007644952274858952, -0.004772537387907505, -0.00581633485853672, -0.005728200543671846, -0.0033315294422209263, 0.0042591034434735775, -0.0021185497753322124, -0.0029182531870901585, 0.00545475585386157, 0.006619790568947792, 0.006683045998215675, -0.0024602452758699656, -0.0029854723252356052, 0.006736959796398878, -0.006369633600115776, -0.004214427899569273, 0.003175357123836875],name: Left_MCA_Superior})",[:FOLLOWS],"(:Artery {abb: Lt M1,code: A4.01,n2v64: [0.0029758037999272346, -0.0009723336552269757, -0.004892461933195591, -0.00491491612046957, -0.0031024289783090353, -0.0009562838822603226, 0.008469900116324425, 0.006066776346415281, 0.007574150804430246, 0.002145487815141678, 0.005236288066953421, 0.004965154454112053, 0.004756180103868246, -0.0018995893187820911, -0.003854199778288603, -0.0030430052429437637, -0.0032805914524942636, 0.003128552809357643, -0.005542609374970198, -0.005105384159833193, -0.00036489436752162874, 0.005454413127154112, -0.0067827533930540085, 0.005675132852047682, -0.0056098345667123795, 0.004312159493565559, 0.007396856788545847, -0.006863134913146496, 0.0005809144349768758, 0.005977496970444918, 0.004809529520571232, 0.005249560344964266, 0.0013098682975396514, 0.0009926254861056805, 0.0026036896742880344, 0.005082994699478149, 0.004723430145531893, -0.00550202326849103, -0.0065095736645162106, 0.006600340362638235, 0.0004790741950273514, -0.0012508261715993285, -0.006626658607274294, 0.0017989013576880097, 0.005935109686106443, 0.0011455680942162871, -0.0053846267983317375, -0.0014763964572921395, 0.005225062370300293, 0.003251664573326707, -0.0031945593655109406, 0.005176850128918886, -0.0005446989089250565, 0.0023646061308681965, -0.005911846179515123, -0.0035919214133173227, 0.0019778490532189608, 0.006139163859188557, -0.00025974184973165393, 0.004647394642233849, 0.004953169729560614, 0.001554797519929707, 0.005170453805476427, 0.0075923907570540905],name: Left anterior basal MCA})"
"(:Artery {abb: Lt MCA Inferior,code: A4.03,n2v64: [0.002199225127696991, 0.0038927725981920958, 0.002677771495655179, -0.001883049262687564, -0.004018723964691162, 0.004677960183471441, 0.0023506591096520424, -0.0002562184236012399, 0.0012181639904156327, 0.0016183819388970733, 0.005935202352702618, 0.0021522585302591324, -0.00717095285654068, -0.004610856529325247, 0.004010868724435568, 0.0032783308997750282, 0.00365443155169487, 0.007391465827822685, 0.0055013978853821754, -0.005567040294408798, -0.005803526844829321, -0.0013487284304574132, -0.006233981344848871, -0.004309050738811493, 0.0009568356908857822, -0.005096521228551865, 0.0005949113401584327, -0.004097296856343746, -0.006256940774619579, 0.006866428069770336, 0.006606691516935825, 0.0008642410393804312, -0.008374226279556751, 0.0026424373500049114, -0.002013150602579117, -0.00657403701916337, 0.008149756118655205, -0.0026216753758490086, -0.00016770660295151174, 0.0048813596367836, -0.005504700355231762, -0.002708211075514555, -0.002656414406374097, 0.00019435587455518544, 0.007634533569216728, 0.006871463265269995, -0.008188758045434952, -0.006279169116169214, 0.0011591773945838213, 0.0031895956490188837, 0.0013774866238236427, -0.00428122328594327, 0.001447193673811853, -0.006808280013501644, 0.006756411399692297, -0.002072337083518505, -0.0013442561030387878, -0.004908743780106306, -0.0004479894123505801, -0.0021197590976953506, 0.0011979280970990658, -0.0031299246475100517, -0.005184788256883621, -0.003313095774501562],name: Left_MCA_Inferior})",[:FOLLOWS],"(:Artery {abb: Lt M1,code: A4.01,n2v64: [0.0029758037999272346, -0.0009723336552269757, -0.004892461933195591, -0.00491491612046957, -0.0031024289783090353, -0.0009562838822603226, 0.008469900116324425, 0.006066776346415281, 0.007574150804430246, 0.002145487815141678, 0.005236288066953421, 0.004965154454112053, 0.004756180103868246, -0.0018995893187820911, -0.003854199778288603, -0.0030430052429437637, -0.0032805914524942636, 0.003128552809357643, -0.005542609374970198, -0.005105384159833193, -0.00036489436752162874, 0.005454413127154112, -0.0067827533930540085, 0.005675132852047682, -0.0056098345667123795, 0.004312159493565559, 0.007396856788545847, -0.006863134913146496, 0.0005809144349768758, 0.005977496970444918, 0.004809529520571232, 0.005249560344964266, 0.0013098682975396514, 0.0009926254861056805, 0.0026036896742880344, 0.005082994699478149, 0.004723430145531893, -0.00550202326849103, -0.0065095736645162106, 0.006600340362638235, 0.0004790741950273514, -0.0012508261715993285, -0.006626658607274294, 0.0017989013576880097, 0.005935109686106443, 0.0011455680942162871, -0.0053846267983317375, -0.0014763964572921395, 0.005225062370300293, 0.003251664573326707, -0.0031945593655109406, 0.005176850128918886, -0.0005446989089250565, 0.0023646061308681965, -0.005911846179515123, -0.0035919214133173227, 0.0019778490532189608, 0.006139163859188557, -0.00025974184973165393, 0.004647394642233849, 0.004953169729560614, 0.001554797519929707, 0.005170453805476427, 0.0075923907570540905],name: Left anterior basal MCA})"
"(:Artery {abb: Rt A2,code: A5.01,n2v64: [0.003343559568747878, 0.00709540955722332, -0.003988916054368019, -0.004332342185080051, 0.0020881672389805317, -0.000380702200345695, -0.005151746328920126, -0.0002664610801730305, 0.0013195129577070475, 0.0013372140238061547, 0.007375133223831654, 0.004627504386007786, -0.004633759148418903, 0.0033326505217701197, -0.0024704772513359785, 0.0012141006300225854, -0.003349759615957737, 0.0002860241802409291, 0.005510967690497637, 0.0006013038801029325, 0.005257787182927132, 0.003334252629429102, -0.0013477185275405645, 0.006615635473281145, 0.0005428862059488893, 0.0003644798998720944, 0.00032629622728563845, 0.005846466403454542, 0.0014072493650019169, -0.0072332764975726604, 0.0013919260818511248, 0.00732013676315546, -0.004154246300458908, 0.0030069625936448574, -0.005745778325945139, 0.0022555808536708355, 0.005917236674576998, -0.0032921351958066225, 0.001953543396666646, -0.005866642575711012, 0.001517672324553132, 0.003312652464956045, 0.0018241741927340627, -0.0025495158042758703, -0.0034865846391767263, 0.0033534783869981766, -0.004894450306892395, -0.007293238770216703, 0.003888944396749139, -0.005287055857479572, 0.005236675031483173, 0.006992645096033812, 0.007145090494304895, -0.00013962530647404492, -0.005575188435614109, 0.0008468535961583257, -0.004215548746287823, -0.006460697390139103, -0.00592315336689353, 0.0026707903016358614, 0.007840212434530258, 0.006455813068896532, -0.005326863378286362, -0.0019687991589307785],name: Right ACA A2})",[:FOLLOWS],"(:Artery {abb: Rt A1,code: A5.011,n2v64: [0.003343559568747878, 0.00709540955722332, -0.003988916054368019, -0.004332342185080051, 0.0020881672389805317, -0.000380702200345695, -0.005151746328920126, -0.0002664610801730305, 0.0013195129577070475, 0.0013372140238061547, 0.007375133223831654, 0.004627504386007786, -0.004633759148418903, 0.0033326505217701197, -0.0024704772513359785, 0.0012141006300225854, -0.003349759615957737, 0.0002860241802409291, 0.005510967690497637, 0.0006013038801029325, 0.005257787182927132, 0.003334252629429102, -0.0013477185275405645, 0.006615635473281145, 0.0005428862059488893, 0.0003644798998720944, 0.00032629622728563845, 0.005846466403454542, 0.0014072493650019169, -0.0072332764975726604, 0.0013919260818511248, 0.00732013676315546, -0.004154246300458908, 0.0030069625936448574, -0.005745778325945139, 0.0022555808536708355, 0.005917236674576998, -0.0032921351958066225, 0.001953543396666646, -0.005866642575711012, 0.001517672324553132, 0.003312652464956045, 0.0018241741927340627, -0.0025495158042758703, -0.0034865846391767263, 0.0033534783869981766, -0.004894450306892395, -0.007293238770216703, 0.003888944396749139, -0.005287055857479572, 0.005236675031483173, 0.006992645096033812, 0.007145090494304895, -0.00013962530647404492, -0.005575188435614109, 0.0008468535961583257, -0.004215548746287823, -0.006460697390139103, -0.00592315336689353, 0.0026707903016358614, 0.007840212434530258, 0.006455813068896532, -0.005326863378286362, -0.0019687991589307785],name: Right ACA A1})"
"(:Artery {abb: Lt A2,code: A6.01,n2v64: [0.0033903149887919426, 0.004815184511244297, -0.006033303681761026, -0.005169144365936518, 0.00012046374467900023, 0.004972995258867741, -0.0064630224369466305, -0.003800491103902459, 0.006820918992161751, 0.0011488304007798433, 0.0012269786093384027, 0.005401480942964554, 0.006533068139106035, -0.005288181360810995, -0.005013822112232447, 0.0017615808174014091, -0.0061841388233006, -0.006020484957844019, 0.0034440772142261267, -0.003023713594302535, -0.003112665843218565, -0.0033944908063858747, 0.003691700752824545, 0.006986570544540882, -0.006605129688978195, -0.007680970709770918, -0.0030125691555440426, -0.006748408544808626, 0.004125892650336027, 0.002090685535222292, 0.004728943109512329, -0.004069505725055933, 0.004250007681548595, 0.005060059949755669, 0.002594334539026022, -0.003545813262462616, -0.0016948393313214183, 0.0030821978580206633, 0.005114194471389055, 0.007374926004558802, 0.00733113894239068, 0.0010136901400983334, 0.007210934069007635, 0.0023682366590946913, -0.005791120696812868, 0.0039004236459732056, 0.0026744650676846504, 0.005480316933244467, 0.005303675774484873, 0.0016250903718173504, 0.0020157683175057173, -0.0024217385798692703, 0.006808086298406124, 0.0023390320129692554, 0.0018691472942009568, -0.0033983089961111546, -0.00026256361161358654, 0.003112226026132703, -0.004828440956771374, -0.003126750933006406, -0.0030148213263601065, 0.004906357731670141, -0.0019771093502640724, -0.004941058345139027],name: Left ACA A2})",[:FOLLOWS],"(:Artery {abb: Lt A1,code: A6.02,n2v64: [0.0033903149887919426, 0.004815184511244297, -0.006033303681761026, -0.005169144365936518, 0.00012046374467900023, 0.004972995258867741, -0.0064630224369466305, -0.003800491103902459, 0.006820918992161751, 0.0011488304007798433, 0.0012269786093384027, 0.005401480942964554, 0.006533068139106035, -0.005288181360810995, -0.005013822112232447, 0.0017615808174014091, -0.0061841388233006, -0.006020484957844019, 0.0034440772142261267, -0.003023713594302535, -0.003112665843218565, -0.0033944908063858747, 0.003691700752824545, 0.006986570544540882, -0.006605129688978195, -0.007680970709770918, -0.0030125691555440426, -0.006748408544808626, 0.004125892650336027, 0.002090685535222292, 0.004728943109512329, -0.004069505725055933, 0.004250007681548595, 0.005060059949755669, 0.002594334539026022, -0.003545813262462616, -0.0016948393313214183, 0.0030821978580206633, 0.005114194471389055, 0.007374926004558802, 0.00733113894239068, 0.0010136901400983334, 0.007210934069007635, 0.0023682366590946913, -0.005791120696812868, 0.0039004236459732056, 0.0026744650676846504, 0.005480316933244467, 0.005303675774484873, 0.0016250903718173504, 0.0020157683175057173, -0.0024217385798692703, 0.006808086298406124, 0.0023390320129692554, 0.0018691472942009568, -0.0033983089961111546, -0.00026256361161358654, 0.003112226026132703, -0.004828440956771374, -0.003126750933006406, -0.0030148213263601065, 0.004906357731670141, -0.0019771093502640724, -0.004941058345139027],name: Left ACA A1})"
